Code   Colat Long   alt(m) year    D         I        H      X     Y      Z      F
KZN   34.167  48.850    80 1918.4    8.548   69.750  17617  17421   2618  47747  50894
KZN   34.167  48.850    80 1919.5    8.630   69.778  17547  17348   2632  47630  50760
KZN   34.167  48.850    80 1920.6    8.660   69.820  17507  17307   2636  47629  50745
KZN   34.167  48.850    80 1921.7    8.718   69.960  17435  17233   2642  47793  50874
KZN   34.167  48.850    80 1922.5    8.742   70.022  17378  17176   2641  47796  50858
KZN   34.167  48.850    80 1923.5    8.840   70.058  17344  17138   2665  47798  50848
KZN   34.167  48.850    80 1924.5    8.892   70.145  17287  17079   2672  47867  50894
KZN   34.167  48.850    80 1925.5    8.950   70.222  17237  17027   2681  47930  50936
KZN   34.167  48.850    80 1926.5    9.010   70.325  17168  16956   2688  48007  50985
KZN   34.167  48.850    80 1927.5    9.032   70.393  17123  16910   2688  48065  51025
KZN   34.167  48.850    80 1928.5    9.075   70.475  17068  16854   2692  48127  51064
KZN   34.167  48.850    80 1929.5    9.087   70.543  17010  16796   2686  48147  51064
KZN   34.167  48.850    80 1930.5    9.113   70.623  16959  16745   2686  48217  51113
KZN   34.167  48.850    80 1931.5    9.122   70.662  16916  16702   2681  48194  51077
KZN   34.167  48.850    80 1932.5    9.155   70.733  16869  16654   2684  48251  51115
KZN   34.167  48.850    80 1933.5    9.188   70.793  16833  16617   2688  48315  51164
KZN   34.167  48.850    80 1934.5    9.222   70.860  16807  16589   2693  48420  51254
KZN   34.167  48.850    80 1935.5    9.257   70.908  16767  16548   2697  48439  51259
KZN   34.167  48.850    80 1936.5    9.300   70.980  16731  16511   2704  48531  51334
KZN   34.167  48.850    80 1937.5    9.338   71.040  16703  16481   2710  48613  51403
KZN   34.167  48.850    80 1938.5    9.398   71.095  16678  16454   2723  48694  51471
KZN   34.167  48.850    80 1939.5    9.430   71.140  16655  16430   2729  48753  51520
KZN   34.167  48.850    80 1940.5    9.458   71.193  16628  16402   2732  48820  51574
KZN   34.167  48.850    80 1941.5    9.510   71.237  16604  16375   2743  48871  51615
KZN   34.167  48.850    80 1942.5    9.537   71.262  16587  16357   2748  48892  51629
KZN   34.167  48.850    80 1943.5    9.570   71.307  16567  16336   2754  48961  51688
KZN   34.167  48.850    80 1944.5    9.612   71.340  16552  16319   2764  49009  51729
KZN   34.167  48.850    80 1945.5    9.682   71.380  16537  16301   2781  49075  51787
KZN   34.167  48.850    80 1946.5    9.775   71.430  16509  16269   2803  49137  51836
KZN   34.167  48.850    80 1947.5    9.842   71.465  16488  16245   2818  49173  51864
KZN   34.167  48.850    80 1948.5    9.927   71.483  16482  16235   2841  49207  51894
KZN   34.167  48.850    80 1949.5   10.013   71.512  16473  16222   2864  49261  51943
KZN   34.167  48.850    80 1950.5   10.080   71.533  16474  16219   2883  49325  52004
KZN   34.167  48.850    80 1951.5   10.162   71.562  16468  16209   2905  49388  52061
KZN   34.167  48.850    80 1952.5   10.218   71.572  16470  16209   2922  49427  52099
KZN   34.167  48.850    80 1953.5   10.280   71.582  16474  16209   2940  49468  52139
KZN   34.167  48.850    80 1954.5   10.327   71.588  16480  16213   2954  49504  52175
KZN   34.167  48.850    80 1955.5   10.380   71.603  16484  16214   2970  49559  52228
KZN   34.167  48.850    80 1956.5   10.428   71.635  16470  16198   2981  49608  52270
KZN   34.167  48.850    80 1957.5   10.437   71.648  16473  16200   2984  49654  52315
KZN   34.167  48.850    80 1958.5   10.438   71.652  16477  16204   2985  49677  52338
KZN   34.167  48.850    80 1959.5   10.437   71.652  16486  16213   2986  49706  52369
KZN   34.167  48.850    80 1960.5   10.433   71.652  16496  16223   2987  49733  52397
KZN   34.167  48.850    80 1961.5   10.412   71.645  16510  16238   2983  49756  52424
KZN   34.167  48.850    80 1962.5   10.398   71.633  16525  16253   2982  49769  52441
KZN   34.167  48.850    80 1963.5   10.395   71.635  16530  16259   2982  49787  52459
KZN   34.167  48.850    80 1964.5   10.383   71.627  16542  16271   2981  49800  52475
KZN   34.167  48.850    80 1965.5   10.378   71.615  16554  16283   2982  49804  52483
KZN   34.167  48.850    80 1966.5   10.370   71.630  16543  16273   2978  49814  52489
KZN   34.167  48.850    80 1967.5   10.338   71.638  16545  16276   2969  49842  52516
KZN   34.167  48.850    80 1968.5   10.280   71.623  16559  16293   2955  49841  52520
KZN   34.167  48.850    80 1969.5   10.197   71.600  16581  16319   2935  49840  52526
KZN   34.167  48.850    80 1970.5   10.130   71.577  16605  16347   2920  49852  52544
KZN   34.167  48.850    80 1971.5   10.043   71.567  16619  16364   2898  49863  52559
KZN   34.167  48.850    80 1972.5    9.978   71.560  16634  16383   2882  49887  52587
KZN   34.167  48.850    80 1973.5    9.940   71.550  16644  16394   2873  49888  52591
KZN   34.167  48.850    80 1974.5    9.903   71.545  16649  16400   2863  49889  52594
KZN   34.167  48.850    80 1978.5   10.448   71.510  16849  16570   3056  50384  53127
KZN   34.167  48.850    80 1979.5   10.457   71.523  16841  16561   3056  50400  53139
KZN   34.167  48.850    80 1980.5   10.468   71.537  16830  16550   3058  50407  53142
KZN   34.167  48.850    80 1981.5   10.507   71.565  16809  16527   3065  50425  53153
KZN   34.167  48.850    80 1982.5   10.548   71.593  16785  16501   3073  50439  53159
KZN   34.167  48.850    80 1983.5   10.562   71.608  16773  16489   3074  50445  53160
KZN   34.167  48.850    80 1984.5   10.590   71.632  16752  16467   3079  50452  53160
KZN   34.167  48.850    80 1985.5   10.615   71.652  16736  16450   3083  50463  53166
KZN   34.167  48.850    80 1986.5   10.648   71.677  16717  16429   3089  50478  53174
KZN   34.167  48.850    80 1987.5   10.673   71.692  16706  16417   3094  50492  53184
KZN   34.167  48.850    80 1988.5   10.708   71.718  16688  16397   3101  50515  53200
KZN   34.167  48.850    80 1989.5   10.750   71.747  16668  16375   3109  50538  53216
KZN   34.167  48.850    80 1990.5   10.758   71.758  16660  16367   3110  50550  53225
KZN   34.167  48.850    80 1991.5   10.805   71.780  16645  16350   3120  50569  53238
KZN   34.167  48.850    80 1992.5   10.833   71.787  16643  16346   3128  50580  53248
KNS   34.217  49.133  -999 1892.5    7.513   68.603  18551  18391   2426  47343  50848
KNS   34.217  49.133  -999 1894.5    7.662   68.625  18572  18406   2476  47451  50956
KNS   34.217  49.133  -999 1895.5    7.730   68.592  18580  18411   2499  47390  50902
KNS   34.217  49.133  -999 1896.5    7.785   68.562  18605  18434   2520  47381  50903
KNS   34.217  49.133  -999 1897.5    7.913   68.580  18616  18439   2563  47454  50975
KNS   34.217  49.133  -999 1900.5    8.233   68.533  18910  18715   2708  48090  51674
KNS   34.217  49.133  -999 1901.5    8.467   68.615  18910  18704   2784  48290  51861
KNS   34.217  49.133  -999 1902.5    8.600   68.615  18910  18697   2828  48290  51861
KNS   34.217  49.133  -999 1903.5    8.683   68.598  18870  18654   2849  48150  51716
KNS   34.217  49.133  -999 1904.5    8.767   68.632  18800  18580   2865  48050  51597
KNS   34.217  49.133  -999 1905.5    8.900   68.600  18760  18534   2902  47870  51415
KNS   34.217  49.133  -999 1906.5    8.783   68.567  18740  18520   2862  47740  51286
KNS   34.217  49.133  -999 1909.5    8.085   69.152  18118  17938   2548  47575  50908
KNS   34.217  49.133  -999 1910.5    8.055   69.162  18098  17919   2536  47547  50875
KNS   34.217  49.133  -999 1911.5    8.075   69.252  18052  17873   2536  47652  50956
KNS   34.217  49.133  -999 1912.5    8.152   69.288  18017  17835   2555  47651  50944
KNS   34.217  49.133  -999 1913.5    8.182   69.303  17959  17776   2556  47535  50815
KTC   34.233  37.967  -999 1926.5    6.432   68.852  17965  17852   2012  46441  49794
KTC   34.233  37.967  -999 1927.5    6.602   68.992  17875  17756   2055  46546  49860
KTC   34.233  37.967  -999 1928.5    6.617   69.000  17880  17761   2060  46579  49893
KTC   34.233  37.967  -999 1929.5    6.667   69.050  17830  17709   2070  46570  49867
MSK   34.267  37.633  -999 1880.5  888.888   68.795  88888  88888  88888  88888  88888
MSK   34.267  37.633  -999 1881.5    1.843  888.888  88888  88888  88888  88888  88888
MSK   34.267  37.633  -999 1882.5    1.933  888.888  88888  88888  88888  88888  88888
MSK   34.267  37.633  -999 1883.2  888.888  888.888  18098  88888  88888  88888  88888
MSK   34.267  37.633  -999 1883.5    2.007  888.888  88888  88888  88888  88888  88888
MSK   34.267  37.633  -999 1884.5    2.065  888.888  88888  88888  88888  88888  88888
MSK   34.267  37.633  -999 1885.5    2.138  888.888  88888  88888  88888  88888  88888
MSK   34.267  37.633  -999 1886.5    2.202  888.888  88888  88888  88888  88888  88888
MSK   34.267  37.633  -999 1887.5    2.278  888.888  88888  88888  88888  88888  88888
MSK   34.267  37.633  -999 1888.5    2.348  888.888  88888  88888  88888  88888  88888
COP   34.317  12.583  -999 1891.5  -11.010   68.832  17322  17003  -3308  44732  47969
COP   34.317  12.583  -999 1892.5  -10.898   68.843  17330  17017  -3277  44782  48018
COP   34.317  12.583  -999 1893.5  -10.795   68.820  17358  17051  -3251  44797  48042
COP   34.317  12.583  -999 1894.5  -10.688   68.797  17373  17072  -3222  44784  48036
COP   34.317  12.583  -999 1895.5  -10.588   68.783  17400  17104  -3197  44821  48080
COP   34.317  12.583  -999 1896.5  -10.492   68.760  17422  17131  -3172  44824  48090
COP   34.317  12.583  -999 1897.5  -10.407   68.730  17450  17163  -3152  44826  48103
COP   34.317  12.583  -999 1898.5  -10.330   68.717  17467  17184  -3132  44839  48121
COP   34.317  12.583  -999 1899.5  -10.263   68.667  17490  17210  -3116  44783  48077
COP   34.317  12.583  -999 1900.5  -10.203   68.650  17513  17236  -3102  44803  48104
COP   34.317  12.583  -999 1905.5   -9.917  888.888  17555  17293  -3023  88888  88888
COP   34.317  12.583  -999 1907.5   -9.817   68.720  17418  17163  -2970  44719  47991
COP   34.317  12.583  -999 1908.5   -9.718   68.725  17403  17153  -2938  44694  47963
BFE   34.367  11.667    80 1980.5   -1.497   69.498  17213  17207   -450  46035  49148
BFE   34.367  11.667    80 1981.5   -1.385   69.520  17204  17199   -416  46062  49170
BFE   34.367  11.667    80 1982.5   -1.267   69.540  17194  17190   -380  46087  49190
BFE   34.367  11.667    80 1983.5   -1.157   69.547  17194  17190   -347  46100  49202
BFE   34.367  11.667    80 1984.5   -1.050   69.562  17185  17182   -315  46116  49214
BFE   34.367  11.667    80 1985.5   -0.947   69.577  17178  17176   -284  46134  49228
BFE   34.367  11.667    80 1986.5   -0.845   69.602  17165  17163   -253  46158  49246
BFE   34.367  11.667    80 1987.5   -0.752   69.615  17160  17159   -225  46177  49262
BFE   34.367  11.667    80 1988.5   -0.655   69.643  17145  17144   -196  46209  49287
BFE   34.367  11.667    80 1989.5   -0.563   69.675  17129  17128   -168  46242  49313
BFE   34.367  11.667    80 1990.5   -0.487   69.687  17125  17124   -145  46263  49331
BFE   34.367  11.667    80 1991.5   -0.403   69.708  17115  17115   -120  46288  49351
BFE   34.367  11.667    80 1992.5   -0.322   69.712  17118  17118    -96  46304  49367
BFE   34.367  11.667    80 1993.5   -0.222   69.715  17121  17121    -66  46320  49383
BFE   34.367  11.667    80 1994.5   -0.103   69.727  17119  17119    -31  46346  49407
BFE   34.367  11.667    80 1995.5    0.007   69.730  17125  17125      2  46368  49429
BFE   34.367  11.667    80 1996.5    0.130   69.728  17133  17133     39  46389  49452
BFE   34.367  11.667    80 1997.5    0.262   69.743  17132  17132     78  46422  49482
BFE   34.367  11.667    80 1998.5    0.395   69.765  17126  17126    118  46462  49518
BFE   34.367  11.667    80 1999.5    0.515   69.777  17129  17128    154  46496  49551
BFE   34.367  11.667    80 2000.5    0.635   69.795  17127  17126    190  46536  49588
BFE   34.367  11.667    80 2001.5    0.755   69.797  17136  17135    226  46569  49622
BFE   34.367  11.667    80 2002.5    0.878   69.803  17145  17143    263  46607  49660
BFE   34.367  11.667    80 2003.5    1.017   69.820  17146  17143    304  46652  49703
BFE   34.367  11.667    80 2004.5    1.128   69.823  17154  17151    338  46682  49734
BFE   34.367  11.667    80 2005.5    1.245   69.830  17160  17156    373  46715  49767
BFE   34.367  11.667    80 2006.5    1.358   69.825  17174  17169    407  46738  49793
BFE   34.367  11.667    80 2007.5    1.480   69.827  17183  17177    444  46768  49825
BFE   34.367  11.667    80 2008.5    1.617   69.828  17192  17185    485  46796  49854
MAK   34.417 357.483  -999 1841.5  -25.562  888.888  88888  88888  88888  88888  88888
MAK   34.417 357.483  -999 1842.5  -25.475   71.400  88888  88888  88888  88888  88888
MAK   34.417 357.483  -999 1843.5  -25.380  888.888  88888  88888  88888  88888  88888
MAK   34.417 357.483  -999 1844.5  -25.285  888.888  88888  88888  88888  88888  88888
MAK   34.417 357.483  -999 1845.5  -25.188   71.250  88888  88888  88888  88888  88888
MAK   34.417 357.483  -999 1846.5  -25.100  888.888  88888  88888  88888  88888  88888
MAK   34.417 357.483  -999 1847.5  -24.993  888.888  88888  88888  88888  88888  88888
MAK   34.417 357.483  -999 1848.5  -24.863  888.888  88888  88888  88888  88888  88888
MAK   34.417 357.483  -999 1849.5  -24.752  888.888  88888  88888  88888  88888  88888
MOS   34.533  37.317   200 1930.5    5.883   69.428  17560  17468   1800  46790  49976
MOS   34.533  37.317   200 1931.5    5.950   69.462  17540  17446   1818  46819  49996
MOS   34.533  37.317   200 1932.5    6.017  888.888  17500  17404   1834  88888  88888
MOS   34.533  37.317   200 1933.5    6.100   69.562  17480  17381   1857  46908  50059
MOS   34.533  37.317   200 1938.5    6.483   69.912  17290  17179   1952  47278  50340
MOS   34.533  37.317   200 1946.5    7.083   70.215  17167  17036   2117  47723  50716
MOS   34.533  37.317   200 1947.5    7.163   70.242  17152  17018   2139  47752  50739
MOS   34.533  37.317   200 1948.5    7.253   70.268  17143  17006   2164  47797  50778
MOS   34.533  37.317   200 1949.5    7.335   70.293  17134  16994   2187  47839  50814
MOS   34.533  37.317   200 1950.5    7.422   70.313  17129  16986   2212  47876  50848
MOS   34.533  37.317   200 1951.5    7.517   70.333  17123  16976   2240  47913  50880
MOS   34.533  37.317   200 1952.5    7.593   70.350  17122  16972   2262  47955  50920
MOS   34.533  37.317   200 1953.5    7.663   70.360  17129  16976   2284  47998  50962
MOS   34.533  37.317   200 1954.5    7.723   70.367  17134  16979   2302  48030  50994
MOS   34.533  37.317   200 1955.5    7.787   70.380  17135  16977   2321  48069  51031
MOS   34.533  37.317   200 1956.5    7.847   70.413  17121  16961   2337  48119  51074
MOS   34.533  37.317   200 1957.5    7.862   70.433  17116  16955   2341  48159  51110
MOS   34.533  37.317   200 1958.5    7.865   70.440  17123  16962   2343  48196  51147
MOS   34.533  37.317   200 1959.5    7.873   70.448  17126  16965   2346  48225  51175
MOS   34.533  37.317   200 1960.5    7.892   70.455  17135  16973   2352  48269  51220
MOS   34.533  37.317   200 1961.5    7.887   70.447  17151  16989   2353  48291  51246
MOS   34.533  37.317   200 1962.5    7.890   70.440  17164  17002   2356  48311  51269
MOS   34.533  37.317   200 1963.5    7.890   70.440  17172  17010   2357  48332  51291
MOS   34.533  37.317   200 1964.5    7.895   70.433  17183  17020   2360  48347  51309
MOS   34.533  37.317   200 1965.5    7.890   70.428  17192  17029   2360  48356  51321
MOS   34.533  37.317   200 1966.5    7.883   70.432  17194  17032   2358  48369  51334
MOS   34.533  37.317   200 1967.5    7.875   70.435  17195  17033   2356  48383  51348
MOS   34.533  37.317   200 1968.5    7.842   70.430  17204  17043   2347  48394  51361
MOS   34.533  37.317   200 1969.5    7.783   70.418  17218  17059   2332  48404  51375
MOS   34.533  37.317   200 1970.5    7.713   70.412  17229  17073   2312  48416  51390
MOS   34.533  37.317   200 1971.5    7.650   70.397  17249  17095   2296  48430  51410
MOS   34.533  37.317   200 1972.5    7.607   70.390  17262  17110   2285  48452  51435
MOS   34.533  37.317   200 1973.5    7.588   70.387  17274  17123   2281  48475  51461
MOS   34.533  37.317   200 1974.5    7.580   70.385  17285  17134   2280  48502  51490
MOS   34.533  37.317   200 1975.5    7.572   70.380  17298  17147   2279  48525  51516
MOS   34.533  37.317   200 1976.5    7.588   70.380  17305  17153   2285  48547  51539
