-177.500,87.500,0
-172.500,87.500,0
-167.500,87.500,0
-162.500,87.500,0
-157.500,87.500,0
-152.500,87.500,0
-147.500,87.500,0
-142.500,87.500,0
-137.500,87.500,0
-132.500,87.500,0
-127.500,87.500,0
-122.500,87.500,0
-117.500,87.500,0
-112.500,87.500,0
-107.500,87.500,0
-102.500,87.500,0
-97.500,87.500,0
-92.500,87.500,0
-87.500,87.500,0
-82.500,87.500,0
-77.500,87.500,0
-72.500,87.500,0
-67.500,87.500,0
-62.500,87.500,0
-57.500,87.500,0
-52.500,87.500,0
-47.500,87.500,0
-42.500,87.500,0
-37.500,87.500,0
-32.500,87.500,0
-27.500,87.500,0
-22.500,87.500,0
-17.500,87.500,0
-12.500,87.500,0
-7.500,87.500,0
-2.500,87.500,0
2.500,87.500,0
7.500,87.500,0
12.500,87.500,0
17.500,87.500,0
22.500,87.500,0
27.500,87.500,0
32.500,87.500,0
37.500,87.500,0
42.500,87.500,0
47.500,87.500,0
52.500,87.500,0
57.500,87.500,0
62.500,87.500,0
67.500,87.500,0
72.500,87.500,0
77.500,87.500,0
82.500,87.500,0
87.500,87.500,0
92.500,87.500,0
97.500,87.500,0
102.500,87.500,0
107.500,87.500,0
112.500,87.500,0
117.500,87.500,0
122.500,87.500,0
127.500,87.500,0
132.500,87.500,0
137.500,87.500,0
142.500,87.500,0
147.500,87.500,0
152.500,87.500,0
157.500,87.500,0
162.500,87.500,0
167.500,87.500,0
172.500,87.500,0
177.500,87.500,0
-177.500,82.500,0
-172.500,82.500,0
-167.500,82.500,0
-162.500,82.500,0
-157.500,82.500,0
-152.500,82.500,0
-147.500,82.500,0
-142.500,82.500,0
-137.500,82.500,0
-132.500,82.500,0
-127.500,82.500,0
-122.500,82.500,0
-117.500,82.500,0
-112.500,82.500,0
-107.500,82.500,0
-102.500,82.500,0
-97.500,82.500,0
-92.500,82.500,0
-87.500,82.500,0
-82.500,82.500,1
-77.500,82.500,1
-72.500,82.500,1
